Date,Open,High,Low,Close,Volume
2020/12/2,3453.51806640625,3465.72900390625,3435.871094,3449.381103515625,312800
2020/12/3,3448.5400390625,3452.160888671875,3428.803955078125,3442.135986328125,298500
2020/12/4,3436.72900390625,3448.404052734375,3417.048095703125,3444.5810546875,256300
2020/12/7,3446.64794921875,3449.577880859375,3414.31396484375,3416.60400390625,254500
2020/12/8,3417.68994140625,3428.659912109375,3403.030029296875,3410.179931640625,226900
2020/12/9,3416.077880859375,3422.535888671875,3371.916016,3371.964111328125,260700
2020/12/10,3365.73095703125,3384.887939453125,3357.7529296875,3373.27587890625,247300
2020/12/11,3381.008056640625,3383.177978515625,3325.172119140625,3347.19091796875,298600
2020/12/14,3349.533935546875,3371.128906,3338.6259765625,3369.1201171875,239800
2020/12/15,3366.580078,3373.56005859375,3348.419922,3367.22998046875,225700
2020/12/16,3371.262939453125,3378.6630859375,3359.1708984375,3366.98291015625,220800
2020/12/17,3367.277099609375,3406.155029296875,3354.010986328125,3404.873047,275500
2020/12/18,3400.489990234375,3413.81005859375,3382.75,3394.89990234375,281000
2020/12/21,3394.39501953125,3423.60888671875,3381.115966796875,3420.569091796875,283800
2020/12/22,3410.968017578125,3415.753906,3353.85791015625,3356.781982421875,323000
2020/12/23,3362.471923828125,3394.208984,3360.201904296875,3382.320068359375,299500
2020/12/24,3382.193115234375,3394.074951171875,3354.02197265625,3363.113037109375,275000
2020/12/25,3351.7900390625,3397.007080078125,3348.344970703125,3396.56298828125,294500
2020/12/28,3396.35888671875,3412.51904296875,3383.654052734375,3397.284912109375,316200
2020/12/29,3399.2939453125,3407.087891,3376.087891,3379.035888671875,311800
2020/12/30,3375.009033203125,3414.4541015625,3374.416016,3414.452880859375,291000
2020/12/31,3419.72705078125,3474.917969,3419.72705078125,3473.069091796875,335700
2021/1/4,3474.678955078125,3511.655029296875,3457.2060546875,3502.9580078125,380800
2021/1/5,3492.19091796875,3528.677001953125,3484.715087890625,3528.677001953125,408000
2021/1/6,3530.906982421875,3556.802001953125,3513.1259765625,3550.876953,370200
2021/1/7,3552.908935546875,3576.205078,3526.616943359375,3576.205078,405300
