Date,Close,High,Low,Open,Volume
2025-06-03,3361.97607421875,3366.9970703125,3340.06689453125,3340.06689453125,398100
2025-06-04,3376.202880859375,3379.639892578125,3363.39111328125,3363.39111328125,386500
2025-06-05,3384.09912109375,3387.764892578125,3371.14599609375,3378.217041015625,406300
2025-06-06,3385.35791015625,3391.450927734375,3379.763916015625,3384.294921875,380100
2025-06-09,3399.77197265625,3402.050048828125,3383.073974609375,3388.778076171875,427300
2025-06-10,3384.81591796875,3406.451904296875,3365.6669921875,3402.012939453125,481600
2025-06-11,3402.31591796875,3413.512939453125,3385.45703125,3385.45703125,424100
2025-06-12,3402.657958984375,3408.205078125,3388.865966796875,3397.971923828125,409500
2025-06-13,3376.99609375,3401.552978515625,3370.592041015625,3397.48388671875,510100
2025-06-16,3388.72900390625,3389.756103515625,3368.8759765625,3369.365966796875,405400
2025-06-17,3387.405029296875,3393.31298828125,3376.419921875,3388.179931640625,390000
2025-06-18,3388.80908203125,3391.708984375,3369.986083984375,3386.135986328125,378700
2025-06-19,3362.10791015625,3386.9189453125,3353.93603515625,3384.29296875,415300
2025-06-20,3359.89501953125,3370.798095703125,3357.7060546875,3358.9130859375,350200
2025-06-23,3381.58203125,3389.451904296875,3347.65087890625,3349.4599609375,384600
2025-06-24,3420.56591796875,3423.783935546875,3380.080078125,3380.080078125,461000
2025-06-25,3455.97412109375,3459.009033203125,3417.410888671875,3419.091064453125,509400
2025-06-26,3448.452880859375,3462.751953125,3446.18603515625,3451.718994140625,496500
2025-06-27,3424.22705078125,3462.626953125,3421.0400390625,3450.68603515625,523100
2025-06-30,3444.426025390625,3447.4599609375,3420.112060546875,3423.47412109375,457300
2025-07-01,3457.7470703125,3459.5869140625,3441.0380859375,3445.845947265625,444400
2025-07-02,3454.7919921875,3461.327880859375,3447.9560546875,3458.1708984375,498100
2025-07-03,3461.15087890625,3463.6201171875,3446.97412109375,3456.152099609375,438500
2025-07-04,3472.319091796875,3497.22509765625,3455.493896484375,3459.592041015625,500200
2025-07-07,3473.126953125,3474.801025390625,3462.7919921875,3467.985107421875,436600
2025-07-08,3497.47509765625,3499.885986328125,3474.632080078125,3474.632080078125,493500
2025-07-09,3493.050048828125,3512.6689453125,3491.200927734375,3498.72412109375,523900
2025-07-10,3509.681884765625,3526.590087890625,3491.4970703125,3491.4970703125,564200
2025-07-11,3510.177001953125,3555.218017578125,3506.799072265625,3511.364990234375,664200
2025-07-14,3519.64990234375,3532.117919921875,3513.2509765625,3513.2509765625,572100
2025-07-15,3504.9990234375,3527.0380859375,3483.3798828125,3519.804931640625,572100
2025-07-16,3503.777099609375,3511.805908203125,3489.136962890625,3502.89892578125,470900
2025-07-17,3516.824951171875,3517.284912109375,3499.18603515625,3500.3720703125,472200
2025-07-18,3534.48291015625,3536.013916015625,3518.23095703125,3519.47509765625,493500
2025-07-21,3559.791015625,3560.6279296875,3542.568115234375,3542.81591796875,633600
2025-07-22,3581.861083984375,3584.718994140625,3547.251953125,3561.632080078125,716200
2025-07-23,3582.298095703125,3613.02197265625,3577.593994140625,3588.8779296875,767700
2025-07-24,3605.72705078125,3608.72802734375,3577.113037109375,3578.912109375,773300
2025-07-25,3593.655029296875,3610.029052734375,3586.219970703125,3604.449951171875,697200
2025-07-28,3597.93701171875,3606.27392578125,3582.14892578125,3594.23095703125,594200
2025-07-29,3609.7109375,3611.35302734375,3585.944091796875,3595.81005859375,610600
2025-07-30,3615.717041015625,3636.1669921875,3593.73388671875,3608.35400390625,637200
2025-07-31,3573.2080078125,3606.375,3562.60693359375,3604.696044921875,654500
2025-08-01,3559.951904296875,3581.74609375,3550.04296875,3568.260986328125,509600
2025-08-04,3583.30908203125,3583.30908203125,3547.1630859375,3547.1630859375,458600
2025-08-05,3617.597900390625,3617.597900390625,3586.968994140625,3588.80810546875,499800
2025-08-06,3633.9951171875,3634.31298828125,3613.989990234375,3615.80810546875,512500
2025-08-07,3639.6669921875,3645.116943359375,3622.52197265625,3637.781005859375,535500
2025-08-08,3635.1279296875,3645.366943359375,3625.450927734375,3634.85400390625,526400
2025-08-11,3647.547119140625,3656.85205078125,3629.626953125,3637.052978515625,551400
2025-08-12,3665.91796875,3669.0380859375,3647.9619140625,3647.9619140625,536600
2025-08-13,3683.465087890625,3688.6279296875,3666.547119140625,3668.657958984375,613500
2025-08-14,3666.443115234375,3704.77099609375,3662.570068359375,3685.52197265625,647800
2025-08-15,3696.77099609375,3702.2548828125,3658.3759765625,3659.81494140625,678500
2025-08-18,3728.027099609375,3745.93896484375,3702.3798828125,3712.4951171875,776000
2025-08-19,3727.2880859375,3746.6689453125,3718.14697265625,3728.485107421875,696100
2025-08-20,3766.2099609375,3767.429931640625,3704.990966796875,3716.68505859375,679800
2025-08-21,3771.09912109375,3787.98095703125,3757.991943359375,3770.676025390625,691600
2025-08-22,3825.759033203125,3825.759033203125,3772.277099609375,3772.277099609375,698100
2025-08-25,3883.56201171875,3883.56201171875,3839.971923828125,3848.1630859375,885500
2025-08-26,3868.382080078125,3888.597900390625,3859.758056640625,3871.470947265625,734600
2025-08-27,3800.35009765625,3887.197998046875,3800.35009765625,3869.612060546875,858600
2025-08-28,3843.596923828125,3845.0869140625,3761.422119140625,3796.7109375,788400
2025-08-29,3857.927001953125,3867.60595703125,3839.2060546875,3842.822998046875,739500
2025-09-01,3875.531005859375,3879.044921875,3853.657958984375,3869.74609375,747700
2025-09-02,3858.133056640625,3885.31396484375,3828.677001953125,3877.0859375,762600
2025-09-03,3813.556884765625,3868.387939453125,3794.884033203125,3865.285888671875,645700
2025-09-04,3765.8759765625,3808.39599609375,3732.840087890625,3807.757080078125,710200
2025-09-05,3812.513916015625,3817.158935546875,3745.30908203125,3761.8798828125,626200
2025-09-08,3826.841064453125,3833.14306640625,3803.60302734375,3811.6689453125,660100
2025-09-09,3807.2919921875,3834.6708984375,3791.72412109375,3816.656982421875,600200
2025-09-10,3812.220947265625,3826.99609375,3794.056884765625,3806.583984375,534500
2025-09-11,3875.30908203125,3875.30908203125,3796.43505859375,3806.055908203125,617000
2025-09-12,3870.597900390625,3892.738037109375,3866.5390625,3875.507080078125,700600
2025-09-15,3860.50390625,3879.737060546875,3855.971923828125,3876.096923828125,644800
2025-09-16,3861.864990234375,3876.68994140625,3838.64794921875,3865.97998046875,673400
2025-09-17,3876.341064453125,3882.6689453125,3848.946044921875,3854.072998046875,663400
2025-09-18,3831.656005859375,3899.958984375,3800.9951171875,3876.05908203125,876000
2025-09-19,3820.089111328125,3843.169921875,3811.903076171875,3830.444091796875,682300
2025-09-22,3828.575927734375,3831.739990234375,3806.201904296875,3822.010009765625,568300
2025-09-23,3821.8330078125,3838.60595703125,3774.528076171875,3830.137939453125,701900
2025-09-24,3853.64208984375,3854.923095703125,3804.327880859375,3804.48291015625,602100
2025-09-25,3853.302001953125,3866.10595703125,3840.458984375,3852.430908203125,590000
2025-09-26,3828.10595703125,3856.60595703125,3828.10595703125,3839.85498046875,551300
2025-09-29,3862.531982421875,3881.001953125,3809.534912109375,3828.166015625,608500
2025-09-30,3882.777099609375,3887.570068359375,3866.281005859375,3869.705078125,569700
2025-10-09,3933.971923828125,3936.575927734375,3885.743896484375,3898.306884765625,725200
2025-10-10,3897.028076171875,3933.0048828125,3886.304931640625,3915.47509765625,718900
2025-10-13,3889.501953125,3895.830078125,3800.10498046875,3800.10498046875,709500
2025-10-14,3865.22900390625,3918.43603515625,3851.12109375,3910.781982421875,800800
2025-10-15,3912.208984375,3912.291015625,3857.6669921875,3867.535888671875,645000
2025-10-16,3916.22802734375,3931.050048828125,3899.1669921875,3900.68310546875,595500
2025-10-17,3839.7548828125,3921.06494140625,3835.364990234375,3912.0400390625,617600
2025-10-20,3863.89306640625,3877.720947265625,3850.366943359375,3865.552001953125,549300
2025-10-21,3916.33203125,3919.318115234375,3868.14501953125,3870.7490234375,599400
2025-10-22,3913.758056640625,3918.592041015625,3893.324951171875,3896.072998046875,543100
2025-10-23,3922.409912109375,3926.217041015625,3877.529052734375,3904.158935546875,565200
2025-10-24,3950.31201171875,3950.31201171875,3928.9599609375,3929.114990234375,567900
2025-10-27,3996.945068359375,3999.06689453125,3963.10205078125,3969.219970703125,637600
2025-10-28,3988.22412109375,4010.72802734375,3976.8330078125,3986.89111328125,577400
2025-10-29,4016.3310546875,4016.3310546875,3986.94091796875,3990.264892578125,612900
2025-10-30,3986.90087890625,4025.705078125,3984.827880859375,4007.821044921875,668500
2025-10-31,3954.7900390625,3986.742919921875,3951.73095703125,3985.06396484375,675600
2025-11-03,3976.52099609375,3977.304931640625,3937.02099609375,3954.077880859375,641200
2025-11-04,3960.18603515625,3985.882080078125,3938.52001953125,3973.4580078125,615500
2025-11-05,3969.248046875,3979.75390625,3922.583984375,3922.583984375,615000
2025-11-06,4007.760009765625,4008.799072265625,3973.34912109375,3973.34912109375,627400
2025-11-07,3997.555908203125,4012.0048828125,3993.69091796875,3994.31689453125,596500
2025-11-10,4018.596923828125,4018.696044921875,3990.8359375,4001.7939453125,634000
2025-11-11,4002.758056640625,4024.93896484375,3991.51611328125,4023.876953125,582000
2025-11-12,4000.139892578125,4020.376953125,3980.676025390625,3996.56494140625,586200
2025-11-13,4029.5009765625,4030.39794921875,3994.77099609375,3996.513916015625,613000
2025-11-14,3990.491943359375,4034.0791015625,3990.306884765625,4007.1259765625,622000
2025-11-17,3972.034912109375,3992.404052734375,3958.947998046875,3988.555908203125,592000
2025-11-18,3939.81298828125,3966.885009765625,3926.587890625,3962.444091796875,594400
2025-11-19,3946.741943359375,3960.052001953125,3930.073974609375,3937.919921875,531100
2025-11-20,3931.051025390625,3967.970947265625,3927.511962890625,3960.698974609375,534700
2025-11-21,3834.89111328125,3912.006103515625,3834.7490234375,3896.6650390625,631600
2025-11-24,3836.764892578125,3854.3310546875,3816.575927734375,3848.656005859375,504600
2025-11-25,3870.02294921875,3882.030029296875,3845.137939453125,3850.571044921875,478700
2025-11-26,3864.18408203125,3879.923095703125,3861.177001953125,3867.428955078125,457600
2025-11-27,3875.260009765625,3895.589111328125,3864.131103515625,3867.197021484375,444000
2025-11-28,3888.595947265625,3888.887939453125,3856.25,3870.944091796875,449900
2025-12-01,3914.006103515625,3914.464111328125,3890.947998046875,3894.212890625,537600
2025-12-02,3897.7119140625,3908.76904296875,3888.326904296875,3908.4560546875,455600
